ID_registro,Titular,Clase de derecho,Tipo de uso,Fuente de agua,Descripción,Resolución,Fecha de resolución,Autoridad Administrativa del Agua,Administración Local de Agua,Unidad hidrográfica,Provincia,Distrito
42257,COMITE DE REGANTES DEL CANAL MARIA JIRAY,Licencia,Agrícola,Río JACABAMBA,COMITE DE REGANTES DEL CANAL MARIA JIRAY,2126-2018 ANA-AAA.M,2018-12-14,Marañón,Huari,Intercuenca Alto Marañón V,Huari,Huari
42258,Junta Administradora de Servicios de Saneamiento del Caserio de San Antonio de Juproj,Licencia,Poblacional,Manantial TZACRA PINCULLO / Manantial CHAQUICOCHA / Manantial MATARA,Junta Administradora de Servicios de Saneamiento del Caserio de San Antonio de Juproj,0725-2019 ANA-AAA.M,2019-08-01,Marañón,Huari,Intercuenca Alto Marañón V,Huari,San Marcos
42259,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO DE CRISTO REY DE QUELLEYACO,Licencia,Poblacional,Manantial CHAPARRA,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO DE CRISTO REY DE QUELLEYACO,0170-2020 ANA-AAA.M,2020-03-04,Marañón,Huari,Intercuenca Alto Marañón V,Huari,Chavin De Huantar
42260,COMITE DE USUARIOS DE AGUA MARCACOCHA Y RACRACOCHA,Licencia,Agrícola,Manantial MARCACOCHA / Manantial RACRACOCHA / Manantial HUAYHUASHGRANDE / Manantial HUAYHASH CHICO / Manantial CUSHPI / Manantial MUCHCA / Manantial LOPEZ 2 / Manantial OGO GOYAL / Manantial SHIRIAS,COMITE DE USUARIOS DE AGUA MARCACOCHA Y RACRACOCHA,1044-2019 ANA-AAA.M,2019-09-16,Marañón,Huari,Intercuenca Alto Marañón V,Huari,Uco
42261,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL ANEXO TAYTA CRUZ DEL CENTRO POBLADO SANTA CRUZ DE MOSNA,Licencia,Poblacional,Manantial ALTACASA LLACLLA 1 / Manantial ALTACASA LLACLLA 2,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL ANEXO TAYTA CRUZ DEL CENTRO POBLADO SANTA CRUZ DE MOSNA,808-2019 ANA-AAA.M,2019-08-20,Marañón,Huari,Intercuenca Alto Marañón V,Huari,San Marcos
42262,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO DEL CASERIO DE COLPA DEL CENTRO POBLADO CHALLHUAYACO,Licencia,Poblacional,Manantial SHUSHUMIA PUKIO / Manantial HIERBA BUENA / Manantial SAN JUAN CUTA,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO DEL CASERIO DE COLPA DEL CENTRO POBLADO CHALLHUAYACO,1537-2019 ANA-AAA.M,2019-12-26,Marañón,Huari,Intercuenca Alto Marañón V,Huari,San Marcos
42263,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO DEL CASERIO DE LUCMA DEL CENTRO POBLADO LA MERCED DE GAUCHO,Licencia,Poblacional,Manantial PESPIURURI 01 / Manantial HUAMANHUAI / Manantial PESPIURURI 02 / Manantial PUYOPAMPA JORNOMACHE,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO DEL CASERIO DE LUCMA DEL CENTRO POBLADO LA MERCED DE GAUCHO,0228-2021 ANA-AAA.M,2021-02-19,Marañón,Huari,Intercuenca Alto Marañón V,Huari,San Marcos
42264,COMITE DE USUARIOS DE AGUA RAMADA - SALA DE OPAYACO,Licencia,Agrícola,Manantial RAMADA / Quebrada SALA,COMITE DE USUARIOS DE AGUA RAMADA - SALA DE OPAYACO,1285-2018 ANA-AAA.M,2018-09-21,Marañón,Huari,Intercuenca Alto Marañón V,Huari,San Marcos
42265,COMITE DE USUARIOS DE AGUA  SAN JOSE DE CANLLA,Licencia,Agrícola,Quebrada CHACAS PUNRIN,COMITE DE USUARIOS DE AGUA  SAN JOSE DE CANLLA,1644-2024 ANA-AAA.M,2024-10-24,Marañón,Huari,Intercuenca Alto Marañón V,Antonio Raymondi,Aczo
42266,COMITÉ DE USUARIOS DE AGUA ATALAYA,Licencia,Agrícola,Manantial MINACOCHA,COMITÉ DE USUARIOS DE AGUA ATALAYA,0576-2022 ANA-AAA.M,2022-07-06,Marañón,Huari,Intercuenca Alto Marañón V,Huari,Uco
42267,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS), DEL CENTRO POBLADO DE PICHIU QUINHUARAGRA",Licencia,Poblacional,Manantial BAÑOS MELLIZOS 01 / Manantial BAÑOS MELLIZOS 02 / Manantial BAÑOS / Manantial HILLAURO / Manantial RAPAHUAYE / Manantial RAMBRASH INGINIO,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS), DEL CENTRO POBLADO DE PICHIU QUINHUARAGRA",0719-2022 ANA-AAA.M,2022-08-15,Marañón,Huari,Intercuenca Alto Marañón V,Huari,San Marcos
42268,COMITÉ DE USUARIOS DE AGUA PASHTAG SHEQUE - HUARI,Licencia,Agrícola,Manantial PASHTAG - SHEQUE,COMITÉ DE USUARIOS DE AGUA PASHTAG SHEQUE - HUARI,404-2021 ANA-AAA.M,2021-03-23,Marañón,Huari,Intercuenca Alto Marañón V,Huari,Huari
42269,Comité de Usuarios de Agua Shongo Tanin,Licencia,Agrícola,Río Shongo,Comité de Usuarios de Agua Shongo Tanin,1359-2018 ANA-AAA.M,2018-09-28,Marañón,Huari,Intercuenca Alto Marañón V,Huari,Chavin De Huantar
42270,COMITE DE USUARIOS DE AGUA GOTZAMUNTY CACHIPAMPA,Licencia,Agrícola,Manantial GOTZAGMUNTY,COMITE DE USUARIOS DE AGUA GOTZAMUNTY CACHIPAMPA,1239-2018 ANA-AAA.M,2018-09-17,Marañón,Huari,Intercuenca Alto Marañón V,Huari,Huari
42271,COMITE DE USUARIOS DE AGUA INKA PUKIO- HUARITAMBO,Licencia,Agrícola,Quebrada YAWARCOCHA / Manantial TZINTZANCO,COMITE DE USUARIOS DE AGUA INKA PUKIO- HUARITAMBO,1232-2018 ANA-AAA.M,2018-09-17,Marañón,Huari,Intercuenca Alto Marañón V,Huari,Cajay
42272,COMITE DE USUARIOS DE AGUA USHNO,Licencia,Agrícola,Quebrada RIMA RIMA-WIQUIA / Quebrada ANCARACRA-TORNAYOC,COMITE DE USUARIOS DE AGUA USHNO,1241-2018 ANA-AAA.M,2018-09-17,Marañón,Huari,Intercuenca Alto Marañón V,Huari,Cajay
42273,COMITE DE USUARIOS DE AGUA PUQUIOHIERBABUENA  TOMA ACEITEPAMPA RIO CARASH MEDIO - HUANCHÁ,Licencia,Agrícola,Río CARASH / Quebrada HIERBA BUENA PUQUIO,COMITE DE USUARIOS DE AGUA PUQUIOHIERBABUENA  TOMA ACEITEPAMPA RIO CARASH MEDIO - HUANCHÁ,1261-2018 ANA-AAA.M,2018-09-20,Marañón,Huari,Intercuenca Alto Marañón V,Huari,San Marcos
42274,COMITE DE USUARIOS DE AGUA CHUCHOPUQUIO-TUPEC,Licencia,Agrícola,Manantial CHUCHUPUQUIO / Manantial MONTE SHIHUA / Manantial JATUN RAGRA,COMITE DE USUARIOS DE AGUA CHUCHOPUQUIO-TUPEC,1291-2018 ANA-AAA.M,2018-09-24,Marañón,Huari,Intercuenca Alto Marañón V,Huari,San Marcos
42275,COMITE DE USUARIOS DE AGUA VALDIVIA OGSHATUNA - CARHUAYOC,Licencia,Agrícola,Quebrada OGSHATUNA / Quebrada VALDIVIA,COMITE DE USUARIOS DE AGUA VALDIVIA OGSHATUNA - CARHUAYOC,1262-2018 ANA-AAA.M,2018-09-20,Marañón,Huari,Intercuenca Alto Marañón V,Huari,San Marcos
42276,COMITE DE REGANTES CANAL VALLE COLCAS,Licencia,Agrícola,Río TASHTA,COMITE DE REGANTES CANAL VALLE COLCAS,1233-2018 ANA-AAA.M,2018-09-17,Marañón,Huari,Intercuenca Alto Marañón V,Huari,Huari
42277,COMITE DE USUARIOS DE AGUA  TASHTA RIO TINGO ISHCAYCOCHA,Licencia,Agrícola,Río TINGO ISHCAYCOCHA,COMITE DE USUARIOS DE AGUA  TASHTA RIO TINGO ISHCAYCOCHA,1246-2018 ANA-AAA.M,2018-09-18,Marañón,Huari,Intercuenca Alto Marañón V,Huari,Huari
42278,COMITE DE USUARIOS DE AGUA CALLEJON RAGRA,Licencia,Agrícola,Manantial CALLEJON RAGRA,COMITE DE USUARIOS DE AGUA CALLEJON RAGRA,1247-2018 ANA-AAA.M,2018-09-18,Marañón,Huari,Intercuenca Alto Marañón V,Declarada: ,Declarado: 
42279,COMITE DE USUARIOS DE AGUA QUEBRADA DEL RIO RUREC-SECTOR CONGON- COLPA HUARI,Licencia,Agrícola,Río RUREC,COMITE DE USUARIOS DE AGUA QUEBRADA DEL RIO RUREC-SECTOR CONGON- COLPA HUARI,1242-2018 ANA-AAA.M,2018-09-18,Marañón,Huari,Intercuenca Alto Marañón V,Huari,Huari
42280,COMITE DE USUARIOS DE AGUA RIO RURICHINCHAY TOMACUNTUYOG SECTOR ISCURUMI- COLPA HUARI,Licencia,Agrícola,Río RURICHINCHAY,COMITE DE USUARIOS DE AGUA RIO RURICHINCHAY TOMACUNTUYOG SECTOR ISCURUMI- COLPA HUARI,1243-2018 ANA-AAA.M,2018-09-18,Marañón,Huari,Intercuenca Alto Marañón V,Huari,Huari
42281,COMITE DE USUARIOS DE AGUA TZINTZANCO-PUQUIO,Licencia,Agrícola,Manantial TZINTZANCO,COMITE DE USUARIOS DE AGUA TZINTZANCO-PUQUIO,1369-2018 ANA-AAA.M,2018-10-04,Marañón,Huari,Intercuenca Alto Marañón V,Huari,Cajay
42282,"COMITE DE USUARIOS DE AGUA  PAJUSHCOCHA, CONTONGA, YANACANCHA, TSAQUICOCHA, INFERNILLO, CHAUPIRUMI, SINICUTA, ICHIC, OGO, MUNTIHUANAC, OMGUP, PACPAC, WISHCAUCRO, ICHIC CUSHURO TSUTSU PUQUIO.",Licencia,Agrícola,Laguna CONTONGA / Quebrada INFIERNILLO,"COMITE DE USUARIOS DE AGUA  PAJUSHCOCHA, CONTONGA, YANACANCHA, TSAQUICOCHA, INFERNILLO, CHAUPIRUMI, SINICUTA, ICHIC, OGO, MUNTIHUANAC, OMGUP, PACPAC, WISHCAUCRO, ICHIC CUSHURO TSUTSU PUQUIO.",1244-2024 ANA-AAA.M,2024-08-28,Marañón,Huari,Intercuenca Alto Marañón V,Huari,San Marcos
42283,JUNTA DMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL CENTRO POBLADO LA MERCED DE GAUCHO,Licencia,Poblacional,Manantial SAUCHIPAMPA,JUNTA DMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL CENTRO POBLADO LA MERCED DE GAUCHO,1128-2019 ANA-AAA.M,2019-09-24,Marañón,Huari,Intercuenca Alto Marañón V,Huari,San Marcos
42284,COMITE DE USUARIOS DE AGUA RAPANGO,Licencia,Agrícola,Quebrada RAPANGO,COMITE DE USUARIOS DE AGUA RAPANGO,1936-2024 ANA-AAA.M,2024-12-12,Marañón,Huari,Intercuenca Alto Marañón V,Huari,Huacachi
42285,JUNTA ADMINISTRADORA DE SERVICIOS JASS DEL CENTRO POBLADO DE SANTA CRUZ (PUCA PUCA),Licencia,Poblacional,Manantial LAYRI HUACHAC,JUNTA ADMINISTRADORA DE SERVICIOS JASS DEL CENTRO POBLADO DE SANTA CRUZ (PUCA PUCA),0422-2025 ANA-AAA.M,2025-04-03,Marañón,Huari,Intercuenca Alto Marañón V,Huari,San Pedro De Chana
42286,COMITE DE USUARIOS DE AGUA ANCHAC-CHAHUARCON,Licencia,Agrícola,Manantial HUANCACHACA / Quebrada WILLCARAGRA,COMITE DE USUARIOS DE AGUA ANCHAC-CHAHUARCON,1243-2024 ANA-AAA.M,2024-08-28,Marañón,Huari,Intercuenca Alto Marañón V,Antonio Raymondi,Chingas
42287,COMITE DE USUARIOS DE AGUA CANAL COLLOTA-HUANCARPATA-SECTOR HUARITAMBO,Licencia,Agrícola,Río HUARITAMBO,COMITE DE USUARIOS DE AGUA CANAL COLLOTA-HUANCARPATA-SECTOR HUARITAMBO,1234-2018 ANA-AAA.M,2018-09-17,Marañón,Huari,Intercuenca Alto Marañón V,Huari,Cajay
42288,Comite de Usuarios de Agua Canal Carhuascancha,Licencia,Agrícola,Río CARHUASCANCHA,Comite de Usuarios de Agua Canal Carhuascancha,431-2019 ANA - AAA.M,2019-05-23,Marañón,Huari,Intercuenca Alto Marañón V,Huari,Huantar
42289,Comité de Usuarios de Agua Tamashayhua Rio Carash Bajo Sector Shiquip - Orcosh - Opayaco,Licencia,Agrícola,Río Carash,Comité de Usuarios de Agua Tamashayhua Rio Carash Bajo Sector Shiquip - Orcosh - Opayaco,1370-2018 ANA-AAA.M,2018-10-04,Marañón,Huari,Intercuenca Alto Marañón V,Huari,San Marcos
42290,COMITE DE USUARIOS DE AGUA CHUCHUPUQUIO-ORCOSH,Licencia,Agrícola,Manantial CHUCHUPUQUIO SHIPAN I / Manantial CHUCHUPUQUIO SHIPAN II,COMITE DE USUARIOS DE AGUA CHUCHUPUQUIO-ORCOSH,1371-2018 ANA-AAA.M,2018-10-04,Marañón,Huari,Intercuenca Alto Marañón V,Huari,San Marcos
42291,COMITE DE USUARIOS DE AGUA PUKANANI TINYAYOC,Licencia,Agrícola,Manantial PUKANANI,COMITE DE USUARIOS DE AGUA PUKANANI TINYAYOC,1244-2018 ANA-AAA.M,2018-09-18,Marañón,Huari,Intercuenca Alto Marañón V,Huari,San Marcos
42292,COMITE DE USUARIOS DE AGUA UCHCUS- BARRIO SAN ISIDRO,Licencia,Agrícola,Manantial UCHCUS,COMITE DE USUARIOS DE AGUA UCHCUS- BARRIO SAN ISIDRO,1249-2018 ANA-AAA.M,2018-09-18,Marañón,Huari,Intercuenca Alto Marañón V,Huari,San Marcos
42293,COMITE DE USUARIOS DE AGUA CONTONGATRANCAPACHA-MONTICUCHUOGUPAMPAPILLU-HUARIPAMPA ALTO,Licencia,Agrícola,Laguna CONTONGA / Manantial PACCHA / Manantial PILLU / Manantial MONTICUCHU / Manantial TRANCA / Manantial OGUPAMPA,COMITE DE USUARIOS DE AGUA CONTONGATRANCAPACHA-MONTICUCHUOGUPAMPAPILLU-HUARIPAMPA ALTO,1374-2018 ANA-AAA.M,2018-10-04,Marañón,Huari,Intercuenca Alto Marañón V,Huari,San Marcos
42294,COMITE DE USUARIOS DE AGUA JUYTU OGU-PUCKAYACU-COLCAS,Licencia,Agrícola,Manantial PUCKAYACU,COMITE DE USUARIOS DE AGUA JUYTU OGU-PUCKAYACU-COLCAS,1251-2018 ANA-AAA.M,2018-09-18,Marañón,Huari,Intercuenca Alto Marañón V,Huari,Huari
42295,COMITE DE REGANTES SHASHAL BAJO,Licencia,Agrícola,Río SHASHAL,COMITE DE REGANTES SHASHAL BAJO,2121-2018 ANA-AAA.M,2018-12-14,Marañón,Huari,Intercuenca Alto Marañón V,Huari,Huari
42296,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO DEL CENTRO POBLADO RURAL DE HUAMANTANGA,Licencia,Poblacional,Manantial MISHKIPUQUIO I / Manantial MISHKIPUQUIO II / Manantial ATZIKYARAG,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO DEL CENTRO POBLADO RURAL DE HUAMANTANGA,1538-2019 ANA-AAA.M,2019-12-26,Marañón,Huari,Intercuenca Alto Marañón V,Huari,Huari
42297,COMITE DE USUARIOS DE AGUA QUEBRADA TAMBORHUAGANAN Y RIO WIKIARAGRA,Licencia,Agrícola,Quebrada TAMBORHUAGANAN,COMITE DE USUARIOS DE AGUA QUEBRADA TAMBORHUAGANAN Y RIO WIKIARAGRA,1043-2019 ANA-AAA.M,2019-09-16,Marañón,Huari,Intercuenca Alto Marañón V,Huari,Cajay
42298,COMITE DE USUARIOS DE  AGUA CAMILO RAGRA - TAULLISH,Licencia,Agrícola,Manantial CAMILO RAGRA,COMITE DE USUARIOS DE  AGUA CAMILO RAGRA - TAULLISH,1643-2024 ANA-AAA.M,2024-10-24,Marañón,Huari,Intercuenca Alto Marañón V,Huari,Huachis
42299,Comite de Usuarios de Agua Challhuayacu - Tzakajquiswar,Licencia,Agrícola,Manantial Challhuayacu / Manantial Tzakajquiswar,Comite de Usuarios de Agua Challhuayacu - Tzakajquiswar,0983-2019 ANA-AAA.M,2019-09-03,Marañón,Huari,Intercuenca Alto Marañón V,Huari,Huari
42300,COMITE DE USUARIOS DE AGUA  TOMA HUALLANCA UCRO RIO PUJUN - PALTA-A CHUQUIN,Licencia,Agrícola,Quebrada PUJUN - CHINGAPAMPA,COMITE DE USUARIOS DE AGUA  TOMA HUALLANCA UCRO RIO PUJUN - PALTA-A CHUQUIN,1284-2018 ANA-AAA.M,2018-09-21,Marañón,Huari,Intercuenca Alto Marañón V,Huari,San Marcos
42301,COMITE DE USUARIOS DE AGUA ORGONCANCHA,Licencia,Agrícola,Quebrada ORGONCANCHA,COMITE DE USUARIOS DE AGUA ORGONCANCHA,2123-2018 ANA-AAA.M,2018-12-14,Marañón,Huari,Intercuenca Alto Marañón V,Huari,Cajay
42302,COMITE DE USUARIOS DE AGUA ORGONCANCHA,Licencia,Agrícola,Quebrada ORGONCANCHA,COMITE DE USUARIOS DE AGUA ORGONCANCHA,2122-2018 ANA-AAA.M,2018-12-14,Marañón,Huari,Intercuenca Alto Marañón V,Huari,Cajay
42303,COMITÉ DE REGANTESDE DEL CANAL QUINKA MALLAS,Licencia,Agrícola,Quebrada QUINKA / Quebrada MUCASH / Manantial CANEC,COMITÉ DE REGANTESDE DEL CANAL QUINKA MALLAS,1372-2018 ANA-AAA.M,2018-10-04,Marañón,Huari,Intercuenca Alto Marañón V,Huari,Huari
42304,COMITE DE REGANTES TOMA LUCMAPAMPA - POMACHACA,Licencia,Agrícola,Río HUARI,COMITE DE REGANTES TOMA LUCMAPAMPA - POMACHACA,1259-2018 ANA-AAA.M,2018-09-20,Marañón,Huari,Intercuenca Alto Marañón V,Huari,Huari
42305,COMITE DE USUARIOS DE AGUA  TOMA HUALLANCA UCRO RIO PUJUN - PALTA - A CHUQUIN,Licencia,Agrícola,Quebrada PUJUN - CHINGAPAMPA,COMITE DE USUARIOS DE AGUA  TOMA HUALLANCA UCRO RIO PUJUN - PALTA - A CHUQUIN,1283-2018 ANA-AAA.M,2018-09-21,Marañón,Huari,Intercuenca Alto Marañón V,Huari,San Marcos
42306,COMITE DE REGANTES CHAMBRUCO,Licencia,Agrícola,Manantial YURAJ PASTAJ / Manantial CHILWIRAGRA / Manantial RUCUHUAIN / Manantial YERBA BUENA,COMITE DE REGANTES CHAMBRUCO,810-2019 ANA-AAA.M,2019-08-20,Marañón,Huari,Intercuenca Alto Marañón V,Huari,Uco
42307,"COMITE DE USUARIOS DE AGUA RUDAMONTE PUCAYACU,PAMPA HERMOSA",Licencia,Agrícola,Manantial RUDAMONTE / Manantial PUCAYACU,"COMITE DE USUARIOS DE AGUA RUDAMONTE PUCAYACU,PAMPA HERMOSA",0173-2020 ANA-AAA.M,2020-03-04,Marañón,Huari,Intercuenca Alto Marañón V,Huari,Masin
42308,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO DEL CENTRO POBLADO RURAL DE HUARIPAMPA ALTO,Licencia,Poblacional,Manantial PISHI PUKIO / Manantial MINA OGO / Manantial PUTDGA / Manantial QUISHUAR / Manantial MONTICUCHO,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO DEL CENTRO POBLADO RURAL DE HUARIPAMPA ALTO,0169-2020 ANA-AAA.M,2020-03-04,Marañón,Huari,Intercuenca Alto Marañón V,Huari,San Marcos
42309,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS), DEL CASERIO DE PUTACA DEL CENTRO POBLADO DE QUINHUARAGRA",Licencia,Poblacional,Manantial CALERO / Manantial PUTACA,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS), DEL CASERIO DE PUTACA DEL CENTRO POBLADO DE QUINHUARAGRA",0718-2022 ANA-AAA.M,2022-08-15,Marañón,Huari,Intercuenca Alto Marañón V,Huari,San Marcos
42310,COMUNIDAD CAMPESINA DE ACCHAS - BLOQUE CHACARAGRA,Licencia,Agrícola,Quebrada SINSIL,COMUNIDAD CAMPESINA DE ACCHAS - BLOQUE CHACARAGRA,1293-2018 ANA-AAA.M,2018-09-24,Marañón,Huari,Intercuenca Alto Marañón V,Huari,Cajay
42311,COMITE DE USUARIOS DE AGUA JUYTU OGU-PUCKAYACU-COLCAS,Licencia,Agrícola,Manantial JUYTUOGU,COMITE DE USUARIOS DE AGUA JUYTU OGU-PUCKAYACU-COLCAS,1258-2018 ANA-AAA.M,2018-09-20,Marañón,Huari,Intercuenca Alto Marañón V,Huari,Huari
42312,COMITÉ DE USUARIOS DE AGUA VISTA ALEGRE - RESANA,Licencia,Agrícola,Quebrada YANAPACCHA / Manantial ICHIC PANLLI / Manantial JATUN PANLLI,COMITÉ DE USUARIOS DE AGUA VISTA ALEGRE - RESANA,280-2021 ANA-AAA.M,2021-02-23,Marañón,Huari,Intercuenca Alto Marañón V,Huari,Huari
42313,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS), DEL CASERIO DE ACOPUQUIO",Licencia,Poblacional,Manantial TINCOCUCHO / Manantial ACOPUQUIO / Manantial SEQUIPUQUIO,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS), DEL CASERIO DE ACOPUQUIO",0933-2022 ANA-AAA.M,2022-10-26,Marañón,Huari,Intercuenca Alto Marañón V,Antonio Raymondi,Llamellin
42314,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO DEL CENTRO POBLADO RURAL DE CUCHOS,Licencia,Poblacional,Manantial PUTAGA UCRO I / Manantial PUTAGA UCRO II,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO DEL CENTRO POBLADO RURAL DE CUCHOS,1322-2019 ANA-AAA.M,2019-11-06,Marañón,Huari,Intercuenca Alto Marañón V,Huari,Ponto
42315,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS), DEL CASERIO SAN MIGUEL DE CHOCCHI - VISTA ALEGRE",Licencia,Poblacional,Filtración BAÑOS / Filtración BAÑOS 2,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS), DEL CASERIO SAN MIGUEL DE CHOCCHI - VISTA ALEGRE",1025-2022 ANA-AAA.M,2022-11-24,Marañón,Huari,Intercuenca Alto Marañón V,Antonio Raymondi,Aczo
42316,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO - JASS DE LA LOCALIDAD DE AYASH DEL CENTRO POBLADO DE AYASH,Licencia,Poblacional,Manantial CHOCOPILTASH / Manantial TOLDO RUMI / Manantial JIRPONGA,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO - JASS DE LA LOCALIDAD DE AYASH DEL CENTRO POBLADO DE AYASH,0006-2020 ANA-AAA.M,2020-01-08,Marañón,Huari,Intercuenca Alto Marañón V,Huari,Huachis
42317,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO DE LA LOCALIDAD DE ATASH,Licencia,Poblacional,Manantial PACHAN PUKIO / Manantial CRUZ PUNTA,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO DE LA LOCALIDAD DE ATASH,1535-2019 ANA-AAA.M,2019-12-26,Marañón,Huari,Intercuenca Alto Marañón V,Huari,Huachis
42318,JASS DEL CENTRO POBLADO RURAL DE ACOPALCA,Licencia,Poblacional,Manantial GALLO RUME,JASS DEL CENTRO POBLADO RURAL DE ACOPALCA,1300-2018 ANA-AAA.M,2018-09-24,Marañón,Huari,Intercuenca Alto Marañón V,Huari,Huari
42319,JASS DE LA LOCALIDAD DE QUEROBAMBA-BELLAVISTA-CENTRO POBLADO DE AMPAS,Licencia,Poblacional,Manantial CHINCHANGO BAJO,JASS DE LA LOCALIDAD DE QUEROBAMBA-BELLAVISTA-CENTRO POBLADO DE AMPAS,1299-2018 ANA-AAA.M,2018-09-24,Marañón,Huari,Intercuenca Alto Marañón V,Huari,Huari
42320,JASS DEL CENTRO POBLADO RURAL DE MALLAS ALTO,Licencia,Poblacional,Manantial YAWAR COCHA,JASS DEL CENTRO POBLADO RURAL DE MALLAS ALTO,1302-2018 ANA-AAA.M,2018-09-24,Marañón,Huari,Intercuenca Alto Marañón V,Huari,Huari
42321,COMITE DE REGANTES SAN PEDRO DE CARASH,Licencia,Agrícola,Manantial CASHUÁ,COMITE DE REGANTES SAN PEDRO DE CARASH,1286-2018 ANA-AAA.M,2018-09-21,Marañón,Huari,Intercuenca Alto Marañón V,Huari,San Marcos
42322,Comite de Usuarios de Agua Tukuhuaganan,Licencia,Agrícola,Quebrada Tukuhuaganan,Comite de Usuarios de Agua Tukuhuaganan,1333-2018 ANA-AAA.M,2018-09-25,Marañón,Huari,Intercuenca Alto Marañón V,Huari,Anra
42323,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS), DEL CENTRO POBLADO RURAL DE PARISH - TARAPAMPA",Licencia,Poblacional,Manantial TISHGU / Manantial AGSHU RAGRA,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS), DEL CENTRO POBLADO RURAL DE PARISH - TARAPAMPA",0648-2022 ANA-AAA.M,2022-08-03,Marañón,Huari,Intercuenca Alto Marañón V,Huari,Masin
42324,JASS DEL CENTRO POBLADO RURAL DE POMACHACA,Licencia,Poblacional,Manantial CARMENCHACA,JASS DEL CENTRO POBLADO RURAL DE POMACHACA,1301-2018 ANA-AAA.M,2018-09-24,Marañón,Huari,Intercuenca Alto Marañón V,Huari,Huari
42325,JASS DEL CASERIO DE CULLCUY,Licencia,Poblacional,Manantial TINTERO PATAC / Manantial QUITA,JASS DEL CASERIO DE CULLCUY,1311-2018 ANA-AAA.M,2018-09-24,Marañón,Huari,Intercuenca Alto Marañón V,Huari,Huari
42326,JASS DEL CENTRO POBLADO RURAL DE ULIA,Licencia,Poblacional,Manantial OJO DE LORA,JASS DEL CENTRO POBLADO RURAL DE ULIA,1303-2018 ANA-AAA.M,2018-09-24,Marañón,Huari,Intercuenca Alto Marañón V,Huari,Huari
42327,JASS DEL CENTRO POBLADO RURAL DE HUAMANMARCA,Licencia,Poblacional,Manantial JATO I / Manantial JATO II / Manantial JATO III,JASS DEL CENTRO POBLADO RURAL DE HUAMANMARCA,1310-2018 ANA-AAA.M,2018-09-24,Marañón,Huari,Intercuenca Alto Marañón V,Huari,Huari
42328,JASS DEL CENTRO POBLADO RURAL DE CHUCPUN,Licencia,Poblacional,Manantial GOLLAR WUANKA / Manantial PASHTAG,JASS DEL CENTRO POBLADO RURAL DE CHUCPUN,1305-2018 ANA-AAA.M,2018-09-24,Marañón,Huari,Intercuenca Alto Marañón V,Huari,Huari
42329,JASS DEL CENTRO POBLADO RURAL DE MOROCANCHA,Licencia,Poblacional,Manantial CHAUPIRACRA,JASS DEL CENTRO POBLADO RURAL DE MOROCANCHA,1304-2018 ANA-AAA.M,2018-09-24,Marañón,Huari,Intercuenca Alto Marañón V,Huari,Huari
42330,JUNTA ADMINISTRADORA DE SERVICIOS DE AGUA Y SANEAMIENTO DEL CENTRO POBLADO TASHTA ALTO,Licencia,Poblacional,Manantial YANASHAGSHAS,JUNTA ADMINISTRADORA DE SERVICIOS DE AGUA Y SANEAMIENTO DEL CENTRO POBLADO TASHTA ALTO,0462-2021 ANA-AAA.M,2021-04-26,Marañón,Huari,Intercuenca Alto Marañón V,Huari,Huari
