ID_registro,Titular,Clase de derecho,Tipo de uso,Fuente de agua,Descripción,Resolución,Fecha de resolución,Autoridad Administrativa del Agua,Administración Local de Agua,Unidad hidrográfica,Provincia,Distrito
41800,Comité de Usuarios de Agua Acurma Ruri,Licencia,Agrícola,Manantial Acurma Ruri 1 / Manantial Acurma Ruri 2 / Manantial Acurma Ruri 3 / Manantial Acurma Ruri 4,Comité de Usuarios de Agua Acurma Ruri,0690-2021 ANA-AAA.HCH,2021-11-30,Huarmey Chicama,Huaraz,Cuenca Santa,Huaraz,Independencia
41801,Junta Administradora de Servicios de Saneamiento (JASS)  de la Asociación de Vivienda Buena Vista-Chua Alto-Distrito de Independencia-Provincia de Huaraz-Ancash,Licencia,Poblacional,Manantial Yanamito / Manantial Tocosh Poso,Junta Administradora de Servicios de Saneamiento (JASS)  de la Asociación de Vivienda Buena Vista-Chua Alto-Distrito de Independencia-Provincia de Huaraz-Ancash,0723-2019 ANA-AAA.HCH,2019-06-12,Huarmey Chicama,Huaraz,Cuenca Santa,Huaraz,Independencia
41802,Junta Administradora de Servicios de Saneamiento (JASS) del caserío de Quichua,Licencia,Poblacional,Manantial Quisuar,Junta Administradora de Servicios de Saneamiento (JASS) del caserío de Quichua,1274-2019 ANA-AAA.HCH,2019-12-13,Huarmey Chicama,Huaraz,Cuenca Santa,Huaylas,Pueblo Libre
41803,Asociacion de Servicios de Agua Potable (ASAP) Dulce Puquial de Llacta,Licencia,Poblacional,Manantial Cono,Asociacion de Servicios de Agua Potable (ASAP) Dulce Puquial de Llacta,0760-2020 ANA-AAA.HCH,2020-12-09,Huarmey Chicama,Huaraz,Cuenca Santa,Huaylas,Caraz
41804,COMITE DE USUARIOS DE AGUA DEL RESERVORIO COTU PUCYO,Licencia,Agrícola,Manantial COTU PUCYO 1 / Manantial COTU PUCYO 2 / Manantial COTU PUCYO 3,COMITE DE USUARIOS DE AGUA DEL RESERVORIO COTU PUCYO,0713-2018 ANA-AAA.HCH,2018-09-10,Huarmey Chicama,Huaraz,Cuenca Santa,Huaylas,Pueblo Libre
41805,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO-JASS DEL BARRIO DE HUANLLA, DEL DISTRITO DE JANGAS, PROVINCIA DE HUARAZ, REGION ANCASH",Licencia,Poblacional,Manantial LLuncu,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO-JASS DEL BARRIO DE HUANLLA, DEL DISTRITO DE JANGAS, PROVINCIA DE HUARAZ, REGION ANCASH",0924-2019 ANA-AA.HCH,2019-08-08,Huarmey Chicama,Huaraz,Cuenca Santa,Huaraz,Jangas
41806,COMITE DE USUARIOS DE AGUA  COPA CHICO,Licencia,Agrícola,Quebrada CONDORMARCA / Manantial KAKA PUNCU,COMITE DE USUARIOS DE AGUA  COPA CHICO,0712-2018 ANA-AAA.HCH,2018-09-10,Huarmey Chicama,Huaraz,Cuenca Santa,Carhuaz,Carhuaz
41807,Junta Administradora de Servicios de Saneamiento (JASS) del Centro Poblado Rural de Yaulli,Licencia,Poblacional,Manantial Ruqui Puquio I / Manantial Ruqui Puquio II,Junta Administradora de Servicios de Saneamiento (JASS) del Centro Poblado Rural de Yaulli,0105-2024 ANA-AAA.HCH,2024-02-02,Huarmey Chicama,Huaraz,Cuenca Santa,Yungay,Matacoto
41808,Junta Administradora de Servicios de Saneamiento (JASS) del Centro Poblado Rural de QUISHUAYOC,Licencia,Poblacional,Manantial Quitaruri,Junta Administradora de Servicios de Saneamiento (JASS) del Centro Poblado Rural de QUISHUAYOC,0103-2024 ANA-AAA.HCH,2024-02-02,Huarmey Chicama,Huaraz,Cuenca Santa,Yungay,Matacoto
41809,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO - JASS DEL CASERÍO DE HUANTALLON DEL DISTRITO DE JANGAS, PROVINCIA DE HUARAZ, REGIÓN ANCASH",Licencia,Poblacional,Manantial Quehuan / Manantial Ticrarpo Ruri,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO - JASS DEL CASERÍO DE HUANTALLON DEL DISTRITO DE JANGAS, PROVINCIA DE HUARAZ, REGIÓN ANCASH",0637-2019 ANA-AAA.HCH,2019-05-16,Huarmey Chicama,Huaraz,Cuenca Santa,Huaraz,Jangas
41810,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO - JASS DE CASERIO DE RUIRIN,Licencia,Poblacional,Manantial Tzaquipa Uran,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO - JASS DE CASERIO DE RUIRIN,0722-2019 ANA-AAA.HCH,2019-06-12,Huarmey Chicama,Huaraz,Cuenca Santa,Huaylas,Pueblo Libre
41811,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL CENTRO POBLADO DE SAN NICOLAS DEL BARRIO DE LLACMA,Licencia,Poblacional,Manantial Quita Puquio,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL CENTRO POBLADO DE SAN NICOLAS DEL BARRIO DE LLACMA,0640-2019 ANA-AAA.HCH,2019-05-16,Huarmey Chicama,Huaraz,Cuenca Santa,Huaraz,Huaraz
41812,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO - JASS DEL CASERIO DE MARCO PAMPA,Licencia,Poblacional,Manantial Purush kaka,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO - JASS DEL CASERIO DE MARCO PAMPA,712-2019 AAA.HCH,2019-06-11,Huarmey Chicama,Huaraz,Cuenca Santa,Huaylas,Pueblo Libre
41813,Junta Administradora de los Servicios de Saneamiento-JASS del caserio de Huarascucho,Licencia,Poblacional,Manantial Los Sauces / Manantial Las Rocas 1 / Manantial Las Rocas 2 / Manantial Melocoton,Junta Administradora de los Servicios de Saneamiento-JASS del caserio de Huarascucho,0612-2025 ANA-AAA.HCH,2025-08-07,Huarmey Chicama,Huaraz,Cuenca Santa,Yungay,Yungay
41814,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO - JASS DEL BARRIO INTIJECANAN, DISTRITO DE PARIAHUANCA, PROVINCIA DE CARHUAZ, DEPARTAMENTO DE ANCASH",Licencia,Poblacional,Manantial LUCIANO COCHA,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO - JASS DEL BARRIO INTIJECANAN, DISTRITO DE PARIAHUANCA, PROVINCIA DE CARHUAZ, DEPARTAMENTO DE ANCASH",0409-2019 ANA-AAA.HCH,2019-03-04,Huarmey Chicama,Huaraz,Cuenca Santa,Carhuaz,Pariahuanca
41815,Comité de Usuarios de Agua Señor de Calvario de Chuchin,Licencia,Agrícola,Manantial Luis / Manantial Pedro,Comité de Usuarios de Agua Señor de Calvario de Chuchin,1413-2024 ANA-AAA.HCH,2024-12-02,Huarmey Chicama,Huaraz,Cuenca Santa,Yungay,Matacoto
41816,"Junta Administradora de Servicios de Saneamiento (JASS) del Centro Poblado Pucap Grande del Distrito de Cascapara, Provincia de Yungay, Departamento de Ancash",Licencia,Poblacional,Manantial TUTOR,"Junta Administradora de Servicios de Saneamiento (JASS) del Centro Poblado Pucap Grande del Distrito de Cascapara, Provincia de Yungay, Departamento de Ancash",0171-2024 ANA-AAA.HCH,2024-03-04,Huarmey Chicama,Huaraz,Cuenca Santa,Yungay,Cascapara
41817,Junta Administradora de Servicios de Saneamiento (JASS) del Centro Poblado Pucap Chico,Licencia,Poblacional,Manantial TUTOR,Junta Administradora de Servicios de Saneamiento (JASS) del Centro Poblado Pucap Chico,0175-2024 ANA-AAA.HCH,2024-03-05,Huarmey Chicama,Huaraz,Cuenca Santa,Yungay,Cascapara
41818,Junta Administradora de Servicios de Saneamiento (JASS) del Centro Poblado Rural de Fundo Aco,Licencia,Poblacional,Manantial Kita Pachan,Junta Administradora de Servicios de Saneamiento (JASS) del Centro Poblado Rural de Fundo Aco,0475-2020 ANA-AAA.HCH,2020-09-21,Huarmey Chicama,Huaraz,Cuenca Santa,Carhuaz,San Miguel De Aco
41819,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO DEL SECTOR ORO PUQUIO DEL CENTRO POBLADO DE HUANCHAC, DISTRITO DE INDEPENDENCIA, PROVINCIA DE HUARAZ-REGION ANCASH",Licencia,Poblacional,Manantial Oro Puquio,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO DEL SECTOR ORO PUQUIO DEL CENTRO POBLADO DE HUANCHAC, DISTRITO DE INDEPENDENCIA, PROVINCIA DE HUARAZ-REGION ANCASH",0305-2019 ANA-AAA.HCH,2019-02-05,Huarmey Chicama,Huaraz,Cuenca Santa,Huaraz,Independencia
41820,"Junta Administradora de Servicios de Saneamiento (JASS) del Caserío de Huamancayan, Distrito de Pueblo Libre, Provincia de Huaylas, Departamento de Ancash",Licencia,Poblacional,Manantial Checkchi Puquio,"Junta Administradora de Servicios de Saneamiento (JASS) del Caserío de Huamancayan, Distrito de Pueblo Libre, Provincia de Huaylas, Departamento de Ancash",0436-2019 ANA-AAA.HCH,2019-03-07,Huarmey Chicama,Huaraz,Cuenca Santa,Huaylas,Pueblo Libre
41821,Comite de Usuarios de Agua Manzana Llipian,Licencia,Agrícola,Quebrada SHOCOSH / Manantial Shocosh 2 / Manantial Totoral,Comite de Usuarios de Agua Manzana Llipian,0456-2019 ANA-AAA.HCH,2019-03-12,Huarmey Chicama,Huaraz,Cuenca Santa,Huaylas,Mato
